สถานพยาบาลที่ได้รับการรับรองกระบวนการคุณภาพสถานพยาบาล (HA) และขั้นก้าวหน้า (A-HA) (ข้อมูล ณ 30 พฤศจิกายน 2563),,,,,,,,,
เขต,จังหวัด,โรงพยาบาล,H Code,สังกัด,ชนิดรพ.,ขั้นปัจจุบัน,วันรับรอง,วันหมดอายุ,หมายเหตุ
12,ปัตตานี,ปะนาเระ,11425,รัฐในสังกัดสป.สธ.,รพช.,r1,11-ก.พ.-20,10-ก.พ.-23,
12,ปัตตานี,หนองจิก,11424,รัฐในสังกัดสป.สธ.,รพช.,r4,13-พ.ย.-18,12-พ.ย.-21,
12,ปัตตานี,กะพ้อ,11464,รัฐในสังกัดสป.สธ.,รพช.,r4,12-มิ.ย.-18,11-มิ.ย.-21,
12,ปัตตานี,แม่ลาน,11431,รัฐในสังกัดสป.สธ.,รพช.,r3,27-มี.ค.-18,26-มี.ค.-21,
12,พัทลุง,ศรีนครินทร์(ปัญญานันทภิกขุ),24673,รัฐในสังกัดสป.สธ.,รพช.,3,7-ต.ค.-20,6-ต.ค.-22,
12,พัทลุง,ควนขนุน,11417,รัฐในสังกัดสป.สธ.,รพช.,r2,10-ก.ค.-18,9-ก.ค.-21,
12,พัทลุง,ปิยะรักษ์,12235,เอกชน,เอกชน,0,,,
12,พัทลุง,ปากพะยูน,11418,รัฐในสังกัดสป.สธ.,รพช.,r2,24-ก.ค.-18,23-ก.ค.-21,
12,พัทลุง,ตะโหมด,11416,รัฐในสังกัดสป.สธ.,รพช.,r1,9-ม.ค.-18,8-ม.ค.-21,
12,พัทลุง,ป่าบอน,11420,รัฐในสังกัดสป.สธ.,รพช.,r1,9-ม.ค.-18,8-ม.ค.-21,
12,พัทลุง,บางแก้ว,11421,รัฐในสังกัดสป.สธ.,รพช.,r1,22-ต.ค.-18,21-ต.ค.-21,
12,พัทลุง,ป่าพะยอม,11422,รัฐในสังกัดสป.สธ.,รพช.,r2,13-มิ.ย.-20,12-มิ.ย.-21,
12,พัทลุง,เขาชัยสน,11415,รัฐในสังกัดสป.สธ.,รพช.,r2,12-ก.พ.-19,11-ก.พ.-22,
12,พัทลุง,กงหรา,11414,รัฐในสังกัดสป.สธ.,รพช.,r1,1-พ.ค.-20,30-เม.ย.-21,
12,พัทลุง,พัทลุง,10747,รัฐในสังกัดสป.สธ.,รพท.,r1,4-ก.พ.-18,3-ก.พ.-21,
12,พัทลุง,ศรีบรรพต,11419,รัฐในสังกัดสป.สธ.,รพช.,r2,15-ก.ค.-20,14-ก.ค.-23,
12,ยะลา,ยะลา,10684,รัฐในสังกัดสป.สธ.,รพศ.,r4,14-ส.ค.-18,13-ส.ค.-21,
12,ยะลา,ส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12 ยะลา,14663,รัฐในสังกัดสธ.,กรมอนามัย,1e,30-ก.ย.-10,29-ก.ย.-11,
12,ยะลา,บันนังสตา,11432,รัฐในสังกัดสป.สธ.,รพช.,r3,1-พ.ค.-21,30-เม.ย.-24,
12,ยะลา,สมเด็จพระยุพราชยะหา,11461,รัฐในสังกัดสป.สธ.,รพช.,r2,12-ก.พ.-19,11-ก.พ.-22,
12,ยะลา,กรงปินัง,24689,รัฐในสังกัดสป.สธ.,รพช.,3,28-ส.ค.-20,27-ส.ค.-21,
12,ยะลา,รามัน,11434,รัฐในสังกัดสป.สธ.,รพช.,r4,24-ธ.ค.-19,23-ธ.ค.-22,
12,ยะลา,เบตง,10749,รัฐในสังกัดสป.สธ.,รพท.,r3,14-ม.ค.-20,13-ม.ค.-23,
12,ยะลา,ธารโต,11433,รัฐในสังกัดสป.สธ.,รพช.,r2,1-พ.ค.-20,30-เม.ย.-21,
12,ยะลา,สิโรรส,12238,เอกชน,เอกชน,3,28-ส.ค.-20,27-ส.ค.-21,
12,ยะลา,กาบัง,13806,รัฐในสังกัดสป.สธ.,รพช.,3,21-ก.พ.-19,20-ก.พ.-21,
12,สงขลา,เทพา,11390,รัฐในสังกัดสป.สธ.,รพช.,r3,25-มิ.ย.-19,24-มิ.ย.-22,
12,สงขลา,กรุงเทพหาดใหญ่,12223,เอกชน,สมาคมโรงพยาบาลเอกชน,r3,28-พ.ค.-19,27-พ.ค.-22,
12,สงขลา,กระแสสินธุ์,11393,รัฐในสังกัดสป.สธ.,รพช.,r1,21-ม.ค.-20,20-ม.ค.-23,
12,สงขลา,ระโนด,11392,รัฐในสังกัดสป.สธ.,รพช.,r2,1-พ.ค.-20,30-เม.ย.-21,
12,สงขลา,สะบ้าย้อย,11391,รัฐในสังกัดสป.สธ.,รพช.,r1,24-ต.ค.-20,23-ต.ค.-21,
12,สงขลา,ราษฎร์ยินดี,12222,เอกชน,สมาคมโรงพยาบาลเอกชน,r5,11-ก.ย.-18,10-ก.ย.-21,
12,สงขลา,ศิครินทร์ หาดใหญ่,12221,เอกชน,สมาคมโรงพยาบาลเอกชน,r3,9-ก.ค.-19,8-ก.ค.-22,
12,สงขลา,ธัญญารักษ์สงขลา,14194,รัฐในสังกัดสธ.,กรมการแพทย์,r1,9-พ.ค.-20,8-พ.ค.-21,
12,สงขลา,จิตเวชสงขลาราชนครินทร์,12290,รัฐในสังกัดสธ.,กรมสุขภาพจิต,r3,27-ส.ค.-19,26-ส.ค.-22,
12,สงขลา,สมเด็จพระบรมราชินีนาถ ณ อำเภอนาทวี,11388,รัฐในสังกัดสป.สธ.,รพช.,r3,11-ก.ย.-18,10-ก.ย.-21,
12,สงขลา,ควนเนียง,11397,รัฐในสังกัดสป.สธ.,รพช.,r2,9-ม.ค.-18,8-ม.ค.-21,
12,สงขลา,หาดใหญ่,10682,รัฐในสังกัดสป.สธ.,รพศ.,r5,18-ธ.ค.-18,17-ธ.ค.-21,
12,สงขลา,ค่ายเสนาณรงค์,11527,กระทรวงกลาโหม,กรมแพทย์ทหารบก,3,1-พ.ค.-20,30-เม.ย.-21,
12,สงขลา,กองบิน กองบิน 56,11528,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ,2e,24-ธ.ค.-18,23-ธ.ค.-19,
12,สงขลา,สงขลานครินทร์,13779,มหาวิทยาลัย,โรงเรียนแพทย์,A-HA,26-ส.ค.-20,25-ส.ค.-23,
12,สงขลา,การแพทย์แผนไทย มหาวิทยาลัยสงขลานครินทร์,23925,กระทรวงศึกษาธิการ,กระทรวงศึกษาธิการ,1,8-ก.ค.-20,7-ก.ค.-21,
12,สงขลา,ทันตกรรม คณะทันตแพทย์ศาสตร์ มหาวิทยาลัยสงขลานครินทร์,13753,กระทรวงศึกษาธิการ,กระทรวงศึกษาธิการ,1,20-ก.พ.-20,19-ก.พ.-21,
12,สงขลา,สงขลา,10745,รัฐในสังกัดสป.สธ.,รพท.,r5,25-ก.ค.-21,24-ก.ค.-24,
12,สงขลา,คลองหอยโข่ง (ยุวสมาคมแห่งประเทศไทย),11401,รัฐในสังกัดสป.สธ.,รพช.,r1,24-ต.ค.-19,23-ต.ค.-22,
12,สงขลา,ปาดังเบซาร์,11398,รัฐในสังกัดสป.สธ.,รพช.,r3,13-ส.ค.-19,12-ส.ค.-22,
12,สงขลา,บางกล่ำ,11399,รัฐในสังกัดสป.สธ.,รพช.,r3,22-ต.ค.-18,21-ต.ค.-21,
12,สงขลา,สิงหนคร,11400,รัฐในสังกัดสป.สธ.,รพช.,r2,9-พ.ค.-21,8-พ.ค.-24,
12,สงขลา,สทิงพระ,11386,รัฐในสังกัดสป.สธ.,รพช.,r3,16-ต.ค.-18,15-ต.ค.-21,
12,สงขลา,นาหม่อม,11396,รัฐในสังกัดสป.สธ.,รพช.,r1,27-มิ.ย.-20,26-มิ.ย.-21,
12,สงขลา,ฐานทัพทหารเรือสงขลา,11526,กระทรวงกลาโหม,กรมแพทย์ทหารเรือ,0,,,
12,สงขลา,มิตรภาพสามัคคี (มูลนิธิท่งเซียเซี่ยงตึ้ง),12212,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
12,สงขลา,สะเดา,11395,รัฐในสังกัดสป.สธ.,รพช.,r2,25-ก.ค.-20,24-ก.ค.-21,
12,สงขลา,รัตภูมิ,11394,รัฐในสังกัดสป.สธ.,รพช.,r3,18-ก.พ.-20,17-ก.พ.-23,
12,สงขลา,จะนะ,11387,รัฐในสังกัดสป.สธ.,รพช.,r3,16-ต.ค.-18,15-ต.ค.-21,
12,สตูล,ควนกาหลง,11403,รัฐในสังกัดสป.สธ.,รพช.,r2,18-ธ.ค.-18,17-ธ.ค.-21,
12,สตูล,ควนโดน,11402,รัฐในสังกัดสป.สธ.,รพช.,r2,28-ส.ค.-18,27-ส.ค.-21,
12,สตูล,ทุ่งหว้า,11406,รัฐในสังกัดสป.สธ.,รพช.,r3,13-ก.พ.-18,12-ก.พ.-21,
12,สตูล,ละงู,11405,รัฐในสังกัดสป.สธ.,รพช.,r4,23-พ.ค.-20,22-พ.ค.-21,
12,สตูล,ท่าแพ,11404,รัฐในสังกัดสป.สธ.,รพช.,r1,26-พ.ค.-20,25-พ.ค.-23,
12,สตูล,มะนัง,28786,รัฐในสังกัดสป.สธ.,รพช.,2,5-พ.ย.-20,4-พ.ย.-21,
12,สตูล,สตูล,10746,รัฐในสังกัดสป.สธ.,รพท.,r3,28-เม.ย.-20,27-เม.ย.-23,
13,กรุงเทพมหานคร,บางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่,15147,เอกชน,เอกชน,r1,24-มิ.ย.-20,23-มิ.ย.-23,
13,กรุงเทพมหานคร,บางกอกอินเตอร์เนชั่นแนลเด็นทัลคลินิกทันตกรรม,22431,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ทันตกรรม คณะทันตแพทยศาสตร์  มหาวิทยาลัยมหิดล,21434,กระทรวงศึกษาธิการ,กระทรวงศึกษาธิการ,2e,5-ก.ค.-19,4-ก.ค.-20,
13,กรุงเทพมหานคร,สินแพทย์ ศรีนครินทร์,41700,เอกชน,เอกชน,2,5-ส.ค.-20,4-ส.ค.-21,
13,กรุงเทพมหานคร,เฉพาะทางศัลยกรรมตกแต่งขนาดเล็ก ดับเบิ้ลยู,2,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,สถาบันพยาธิวิทยา กรมการแพทย์ กระทรวงสาธารณสุข,12248,รัฐในสังกัดสธ.,กรมการแพทย์,r2,12-พ.ค.-20,11-พ.ค.-23,
13,กรุงเทพมหานคร,เพชรเกษม 2,25015,เอกชน,เอกชน,2e,15-ต.ค.-19,14-ต.ค.-20,อยู่ระหว่างต่ออายุ
13,กรุงเทพมหานคร,ศิริราช คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล,13814,มหาวิทยาลัย,โรงเรียนแพทย์,re A-HA 1,26-ก.ย.-20,25-ก.ย.-21,
13,กรุงเทพมหานคร,แพทย์หลวงสวนจิตรลดา กองแพทย์หลวง สำนักพระราชวัง,22523,สำนักพระราชวัง,สำนักพระราชวัง,1e,25-ต.ค.-16,24-ต.ค.-17,
13,กรุงเทพมหานคร,สถาบันวิจัยการแพทย์แผนไทย,24085,รัฐในสังกัดสธ.,กรมพัฒนาการแพทย์ไทยและการแพทย์ทางเลือก,0,,,
13,กรุงเทพมหานคร,มนารมย์,23780,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
13,กรุงเทพมหานคร,ตำรวจ,14173,สนง.ตำรวจแห่งชาติ,สนง.ตำรวจแห่งชาติ,r4,26-ส.ค.-20,25-ส.ค.-23,
13,กรุงเทพมหานคร,นมะรักษ์ เฉพาะทางศัลยศาสตร์มะเร็งขนาดเล็ก,41960,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,เฉพาะทางศัลยกรรมตกแต่งและทันตกรรมขนาดเล็ก เอสแอลซี,3,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,สถาบันสุขภาพเด็กแห่งชาติมหาราชินี กรมการแพทย์,12438,รัฐในสังกัดสธ.,กรมการแพทย์,r5,21-ม.ค.-20,20-ม.ค.-23,
13,กรุงเทพมหานคร,บำรุงราษฎร์ อินเตอร์เนชั่นแนล,11699,เอกชน,สมาคมโรงพยาบาลเอกชน,re A-HA 1,22-ก.พ.-19,21-ก.พ.-22,
13,กรุงเทพมหานคร,เลิดสิน,11469,รัฐในสังกัดสธ.,กรมการแพทย์,r4,22-พ.ย.-19,21-พ.ย.-22,
13,กรุงเทพมหานคร,สถาบันราชานุกูล,12246,รัฐในสังกัดสธ.,กรมสุขภาพจิต,r3,18-ธ.ค.-18,17-ธ.ค.-21,
13,กรุงเทพมหานคร,ทหารผ่านศึก,11477,กระทรวงกลาโหม,กรมแพทย์ทหารบก,r1,24-มี.ค.-20,23-มี.ค.-21,
13,กรุงเทพมหานคร,ภูมิพลอดุลยเดช กรมแพทย์ทหารอากาศ,11482,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ,re A-HA 1,26-ก.ค.-18,25-ก.ค.-21,
13,กรุงเทพมหานคร,ศิริราช ปิยมหาราชการุณย์,24748,กระทรวงศึกษาธิการ,กระทรวงศึกษาธิการ,0,,,
13,กรุงเทพมหานคร,วชิรพยาบาล คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,11535,มหาวิทยาลัย,โรงเรียนแพทย์,A-HA,22-ก.พ.-19,21-ก.พ.-22,
13,กรุงเทพมหานคร,คณะแพทยศาสตร์โรงพยาบาลรามาธิบดี มหาวิทยาลัยมหิดล,13781,มหาวิทยาลัย,โรงเรียนแพทย์,A-HA,11-ก.พ.-20,10-ก.พ.-23,
13,กรุงเทพมหานคร,ราชวิถี,11472,รัฐในสังกัดสธ.,กรมการแพทย์,r4,12-ธ.ค.-20,11-ธ.ค.-21,
13,กรุงเทพมหานคร,พระมงกุฎเกล้า,11481,กระทรวงกลาโหม,กรมแพทย์ทหารบก,r5,10-มิ.ย.-20,9-มิ.ย.-23,
13,กรุงเทพมหานคร,จุฬาลงกรณ์ สภากาชาดไทย,13756,สภากาชาดไทย,โรงเรียนแพทย์,r5,12-ธ.ค.-20,11-มิ.ย.-21,
13,กรุงเทพมหานคร,สถาบันโรคไตภูมิราชนครินทร์,24923,เอกชน,เอกชน,2,5-พ.ย.-20,4-พ.ย.-21,
13,กรุงเทพมหานคร,บางปะกอก 1,11670,เอกชน,สมาคมโรงพยาบาลเอกชน,r1,29-ต.ค.-19,28-ต.ค.-22,
13,กรุงเทพมหานคร,สมเด็จพระปิ่นเกล้า,11478,กระทรวงกลาโหม,กรมแพทย์ทหารเรือ,r4,28-ส.ค.-18,27-ส.ค.-21,
13,กรุงเทพมหานคร,ตา หู คอ จมูก โรงพยาบาลเฉพาะทางขนาดเล็ก,16,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ผิวหนังอโศก,23956,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ชีวา ทรานสิชั่นนัล แคร์ โรงพยาบาลเฉพาะประเภทผู้ป่วยเรื้อรังขนาดกลาง,19,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ธนบุรี บำรุงเมือง โรงพยาบาลทั่วไปขนาดกลาง,41577,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ทั่วไปพระราม 3 ขนาดเล็ก,8,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ทั่วไปขนาดเล็ก เจแปนนิส บาย สมิติเวช,18,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,สิรินาถ บึงกุ่ม โรงพยาบาลทั่วไปขนาดกลาง,20,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,บี บี เอชโรงพยาบาลผู้ป่วยเรื้อรังขนาดเล็ก,41767,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,มาสเตอร์พีชโรงพยาบาลศัลยกรรมตกแต่งขนาดเล็ก,4,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ศิรินโรงพยาบาลเฉพาะผู้ป่วยเรื้อรังขนาดเล็ก,15,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,บุญญาเวช โรงพยาบาลทั่วไปขนาดเล็ก,41580,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,เฉพาะประเภทผู้ป่วยสูงอายุเฌ้อสเซอรี่ โฮมขนาดเล็ก,41329,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ทั่วไปขนาดเล็กเปาโล โชคชัย,13,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,เฉพาะทางศัลยกรรมตกแต่งขนาดเล็ก มิลาด้า,5,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,วิภาวดี,11691,เอกชน,สมาคมโรงพยาบาลเอกชน,r2,27-พ.ย.-20,26-พ.ค.-21,
13,กรุงเทพมหานคร,ทั่วไปขนาดกลางศูนย์การแพทย์พระรามเก้า,17,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ผู้ป่วยเรื้อรังขนาดเล็ก พิม,10,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,สายหยุดโรงพยาบาลทั่วไปขนาดเล็ก,40865,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ผิวหนัง อโศกสาขาปิ่นเกล้า,28846,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,เฉพาะทางศัลยกรรมตกแต่งกมล,28847,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ทั่วไปขนาดเล็กลาดพร้าวเวชกรรม,12,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ฟันขนาดเล็ก,1,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,เอสโรงพยาบาลเฉพาะทางด้านกระดูกสันหลังและระบบประสาทขนาดเล็ก,11,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,พิงพัก โรงพยาบาลเพื่อโรคมะเร็งขนาดเล็ก,9,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,กรุงเทพไชน่าทาวน์,40856,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,เมดพาร์ค โรงพยาบาลทั่วไปขนาดใหญ่,41901,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,เด็กสินแพทย์,11723,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,สถานพยาบาลเฉพาะทางอาชีวเวชศาสตร์อินเตอร์เมด,24686,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,สถานพยาบาลผู้ป่วยเรื้อรังเดอะซีเนียร์ 3,24793,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,กองเวชศาสตร์ป้องกัน กรมแพทย์ทหารอากาศ กองทัพอากาศ (กวป.พอ),14966,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ,0,,,
13,กรุงเทพมหานคร,กรุงเทพอินเตอร์เนชั่นแนล โรงพยาบาลเฉพาะทางขนาดใหญ่ ด้านสมองและกระดูก,41929,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,กลุ่มบางรักโรคติดต่อทางเพศสัมพันธ์ สำนักโรคเอดส์วัณโรคและโรคติดต่อทางเพศสัมพันธ์,28777,รัฐในสังกัดสธ.,กรมควบคุมโรค,1,5-ส.ค.-20,4-ส.ค.-21,
13,กรุงเทพมหานคร,ปิยะเวท,11632,เอกชน,สมาคมโรงพยาบาลเอกชน,r3,12-พ.ค.-20,11-พ.ค.-23,
13,กรุงเทพมหานคร,สถานพยาบาลโกลเด้นเยียร์,11627,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,สำนักงานบรรเทาทุกข์และประชานามัยพิทักษ์,14953,หน่วยราชการอิสระ,หน่วยราชการอิสระ,0,,,
13,กรุงเทพมหานคร,ธนบุรี 2,11640,เอกชน,เอกชน,r2,13-ส.ค.-19,12-ส.ค.-22,
13,กรุงเทพมหานคร,เสรีรักษ์,23783,เอกชน,เอกชน,r1,29-ม.ค.-19,28-ม.ค.-22,
13,กรุงเทพมหานคร,วิภาราม,14577,เอกชน,สมาคมโรงพยาบาลเอกชน,r2,15-ม.ค.-19,14-ม.ค.-22,
13,กรุงเทพมหานคร,เทพธารินทร์,11720,เอกชน,สมาคมโรงพยาบาลเอกชน,r3,26-ส.ค.-20,25-ส.ค.-23,
13,กรุงเทพมหานคร,บีเอ็นเอช,11546,เอกชน,สมาคมโรงพยาบาลเอกชน,r4,18-ก.พ.-20,17-ก.พ.-23,
13,กรุงเทพมหานคร,สิรินธร กรุงเทพมหานคร,15049,กรุงเทพมหานคร(สังกัด กทม.),กรุงเทพมหานคร(สังกัด กทม.),r2,13-มิ.ย.-20,12-มิ.ย.-21,
13,กรุงเทพมหานคร,สวนเบญจกิติเฉลิมพระเกียรติ ๘๔ พรรษา,11532,รัฐวิสาหกิจ,รัฐวิสาหกิจ,2e,22-พ.ย.-12,21-พ.ย.-13,
13,กรุงเทพมหานคร,สถานพยาบาลผู้ป่วยเรื้อรัง กล้วยน้ำไท 2,11581,เอกชน,เอกชน,1e,6-ก.พ.-13,5-ก.พ.-14,
13,กรุงเทพมหานคร,เจริญกรุงประชารักษ์,11541,กรุงเทพมหานคร(สังกัด กทม.),กรุงเทพมหานคร(สังกัด กทม.),r4,26-พ.ค.-20,25-พ.ค.-23,
13,กรุงเทพมหานคร,บางไผ่,11621,เอกชน,สมาคมโรงพยาบาลเอกชน,2,5-ก.พ.-20,4-ก.พ.-21,
13,กรุงเทพมหานคร,สถานพยาบาลเดอะซีเนียร์,11689,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,ประชาพัฒน์,11667,เอกชน,เอกชน,2,21-เม.ย.-20,20-เม.ย.-21,
13,กรุงเทพมหานคร,สุขสวัสดิ์,11668,เอกชน,สมาคมโรงพยาบาลเอกชน,2,5-มิ.ย.-20,4-มิ.ย.-21,
13,กรุงเทพมหานคร,พญาไท นวมินทร์,24037,เอกชน,เอกชน,r1,11-ก.ย.-21,10-ก.ย.-24,
13,กรุงเทพมหานคร,บางโพ,11686,เอกชน,สมาคมโรงพยาบาลเอกชน,r1,24-มี.ค.-20,23-มี.ค.-21,
13,กรุงเทพมหานคร,มงกุฎวัฒนะ,11722,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
13,กรุงเทพมหานคร,เกษมราษฎร์ รามคำแหง,14908,เอกชน,สมาคมโรงพยาบาลเอกชน,2e,20-ก.ค.-19,19-ก.ค.-20,อยู่ระหว่างต่ออายุ
13,กรุงเทพมหานคร,ซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่,21673,เอกชน,สมาคมโรงพยาบาลเอกชน,r1,13-ก.พ.-18,12-ก.พ.-21,
13,กรุงเทพมหานคร,จุฬาภรณ์,22737,กระทรวงศึกษาธิการ,กระทรวงศึกษาธิการ,r2,14-ม.ค.-20,13-ม.ค.-23,
13,กรุงเทพมหานคร,วิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,11661,เอกชน,สมาคมโรงพยาบาลเอกชน,r2,10-ต.ค.-20,9-ต.ค.-21,
13,กรุงเทพมหานคร,ราชพิพัฒน์,14641,กรุงเทพมหานคร(สังกัด กทม.),กรุงเทพมหานคร(สังกัด กทม.),r3,19-ธ.ค.-17,18-ธ.ค.-20,
13,กรุงเทพมหานคร,ทั่วไปขนาดใหญ่ พีเอ็มจี,11647,เอกชน,สมาคมโรงพยาบาลเอกชน,2e,10-ก.ย.-19,9-ก.ย.-20,อยู่ระหว่างต่ออายุ
13,กรุงเทพมหานคร,ทั่วไปขนาดใหญ่บางนา 1,11592,เอกชน,สมาคมโรงพยาบาลเอกชน,2e,25-พ.ค.-17,24-พ.ค.-18,
13,กรุงเทพมหานคร,สถานพยาบาลทัณฑสถานหญิงกลาง,11466,กระทรวงยุติธรรม,กระทรวงยุติธรรม,0,,,
13,กรุงเทพมหานคร,สถานพยาบาลเจตนิน,11571,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
13,กรุงเทพมหานคร,สถานพยาบาลบางขุนเทียน,11706,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,สถานพยาบาลเดอะซีเนียร์ สาขารัชดาภิเษก,22339,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,กองการแพทย์ การท่าเรือแห่งประไทย,11533,กระทรวงคมนาคม,กระทรวงคมนาคม,0,,,
13,กรุงเทพมหานคร,สถานพยาบาลชินเขตงามวงศ์วาน,11559,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,สถานพยาบาลรัชดา-ท่าพระ,11614,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,เวชการุณย์รัศมิ์ กรุงเทพมหานคร,11536,กรุงเทพมหานคร(สังกัด กทม.),กรุงเทพมหานคร(สังกัด กทม.),r2,10-มิ.ย.-20,9-มิ.ย.-23,
13,กรุงเทพมหานคร,ลาดกระบัง กรุงเทพมหานคร,11538,กรุงเทพมหานคร(สังกัด กทม.),กรุงเทพมหานคร(สังกัด กทม.),r2,13-พ.ย.-18,12-พ.ย.-21,
13,กรุงเทพมหานคร,สถานพยาบาลนันอา,11637,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,เฉพาะทางมะเร็งกรุงเทพ ขนาดเล็ก,11711,เอกชน,สมาคมโรงพยาบาลเอกชน,2,22-พ.ย.-20,21-พ.ย.-21,
13,กรุงเทพมหานคร,บี.แคร์ เมดิคอลเซ็นเตอร์,14572,เอกชน,สมาคมโรงพยาบาลเอกชน,r2,26-มิ.ย.-18,25-มิ.ย.-21,
13,กรุงเทพมหานคร,เทียนฟ้ามูลนิธิ,11603,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,จักษุรัตนิน,11694,เอกชน,สมาคมโรงพยาบาลเอกชน,0,,,
13,กรุงเทพมหานคร,หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ กรุงเทพมหานคร,11540,กรุงเทพมหานคร(สังกัด กทม.),กรุงเทพมหานคร(สังกัด กทม.),r2,14-พ.ย.-20,13-พ.ย.-21,
13,กรุงเทพมหานคร,สถานพยาบาลศุขเวชเนอสซิ่งโฮม(ราม 21),14578,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,คณะทันตแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,15199,กระทรวงศึกษาธิการ,กระทรวงศึกษาธิการ,2,25-มิ.ย.-20,24-มิ.ย.-21,
13,กรุงเทพมหานคร,สถาบันโรคผิวหนัง,12249,รัฐในสังกัดสธ.,กรมการแพทย์,r1e,30-มิ.ย.-15,29-มิ.ย.-18,
13,กรุงเทพมหานคร,สถานพยาบาลเรือนจำพิเศษกรุงเทพมหานคร,11467,กระทรวงยุติธรรม,กระทรวงยุติธรรม,0,,,
13,กรุงเทพมหานคร,ทั่วไปขนาดเล็กสหวิทยาการ,41072,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,กว๋องสิวมูลนิธิ,11575,เอกชน,เอกชน,0,,,
13,กรุงเทพมหานคร,คลองตัน,11626,เอกชน,เอกชน,1e,25-มิ.ย.-18,24-มิ.ย.-19,อยู่ระหว่างต่ออายุ
13,กรุงเทพมหานคร,ทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย,11641,เอกชน,สมาคมโรงพยาบาลเอกชน,1e,30-มิ.ย.-16,29-มิ.ย.-17,
13,กรุงเทพมหานคร,ส่งเสริมสุขภาพ ศูนย์อนามัยที่ 13,12243,รัฐในสังกัดสธ.,กรมอนามัย,0,,,
13,กรุงเทพมหานคร,โรคปอดกรุงเทพ,23560,หน่วยราชการอิสระ,หน่วยราชการอิสระ,0,,,
13,กรุงเทพมหานคร,การไฟฟ้านครหลวง,11531,รัฐวิสาหกิจ,รัฐวิสาหกิจ,0,,,
